filename,number,datetime,text,title,edited
"audio_95@05-08-2024_17-37-03.ogg,audio_96@05-08-2024_17-37-40.ogg","95,96",2024-08-05 17:37:03,"So let me repeat that. Let me just go over this. So for the podcast, we schedule it live, yes, and then we do it on YouTube. At the same time, I record it locally. So locally, there is an mp3 file that I upload to Dropbox. When we do that, Dave, our podcast editor, should automatically see it. If he does not, I think typically we also let him know that there is a new podcast episode. I don't think it's necessary because he gets an invite. He gets a notification about that. So I don't think you need to reach out to him. So there is a process. He will just let you know that, yeah, it's done. But also, there is a special notification email. I recently forwarded you that email. So you will be receiving those emails when Dave uploads something to the Dropbox folder. We will receive a notification, you, me, and it also goes to the to-do list. Then you take the mp3 file, the edited file, and upload to Spotify for Podcasters. Yes, and it distributes it to Spotify, Apple Podcasts, Google Podcasts, whatever automatically. And then you get the links after it goes live. So before, when you schedule, you don't have the links. When it's published, when it goes live at 5 or 7 p.m. Berlin time on Friday, only then you will have a link to Spotify and Apple Podcasts. You will not have the links before, only after. So that's why you need to get these links and fill in the form. You perform the GitHub task, create a page. But yeah basically that's it. Also talk to Valeria because she might have an idea how exactly you can pre-fill it in the best possible way. And then of course once you agree on the way it should be done we should document everything. So now you're getting familiar with the process documents but soon I think you'll know your way around them more or less. And then this is when you should probably keep track of things you now learned somewhere. Included maybe also in the onboarding document. But then yeah you come back to those processes and you revise them. We will also do document by document. We will check them how relevant and up to date they are. So we will do this soon too.",Podcast Editing Process,"For the podcast, we schedule it to be live on YouTube while simultaneously recording it locally. The local recording generates an MP3 file that I upload to Dropbox. Our podcast editor, Dave, should automatically see this new file. If he doesn’t, typically we inform him about the new episode, although he usually receives a notification about it.

Once Dave completes the editing, he will let us know. Additionally, I recently forwarded you a special notification email that alerts us when Dave uploads something to the Dropbox folder. This notification goes to both you and me, and it also populates our to-do list. 

After that, you will take the edited MP3 file and upload it to Spotify for Podcasters. This platform will then distribute the episode to Spotify, Apple Podcasts, Google Podcasts, and others automatically. Keep in mind that you won’t have access to the links until the episode goes live, which occurs at 5 or 7 p.m. Berlin time on Friday.

Once it is published, you will receive the links to Spotify and Apple Podcasts. At that point, it’s crucial to fill out the corresponding form and perform the GitHub task to create a page for the episode. 

I recommend discussing the pre-filling process with Valeria, as she might have insights to make it more efficient. After you agree on the best approach, we should document everything thoroughly. As you familiarize yourself with the process documents, it may be beneficial to keep notes on what you’ve learned for future reference, including potential updates to the onboarding document. 

Eventually, we will review the processes document by document to ensure everything remains relevant and up to date. We’ll conduct this review soon."
audio_97@05-08-2024_17-52-17.ogg,97,2024-08-05 17:52:17,That's awesome. Can you please put this all to the onboarding document?,,
audio_98@05-08-2024_17-55-15.ogg,98,2024-08-05 17:55:15,And in general all the things you learn it would be nice to put there so they are not lost,Knowledge Preservation,"It's essential to capture and document everything you learn. By doing so, you ensure that this valuable information is not lost over time.

Organizing your knowledge in a structured way can also enhance your ability to recall and apply it in the future. Consider creating a digital repository or a personal journal to keep these insights accessible.

Sharing your knowledge with others can further reinforce your understanding and contribute to collective learning. Engaging in discussions or mentoring can provide fresh perspectives and help solidify what you've learned."
"audio_99@06-08-2024_11-40-10.ogg,audio_100@06-08-2024_11-40-47.ogg,audio_101@06-08-2024_11-41-16.ogg,audio_102@06-08-2024_11-41-41.ogg,audio_103@06-08-2024_11-42-09.ogg","99,100,101,102,103",2024-08-06 11:40:10,"So I want the process documents to be complete, in a sense that everything is there, like you don't need to copy text from, the text is already there, you don't need to type it yourself from pictures, you can just copy paste it from the actual process document, so you also need to include the emoji, and I want to do this for all the process documents, so then, like they are complete, the messages are copy-pastable, when we need a template we use a template, so then you don't really need to think much when you follow a process document, so that's the goal, and we should try to work on our process documents so they are like that. Another thing we should improve is, so right now all our process documents focus on how to do something, not about why and when, right? I think I already mentioned that. So let's, for this document, what we should write is this. So first, we want to understand why we need to do this. So why is our community members want to have access to the Slack data so they can do some analytics, et cetera, right? So this is why. And that is why we do monthly data dumps so they can have access to the fresh data from Slack. Then another thing is when to do this, so you do this every month when there is a reminder and this is exactly how you create it, right? So for this one and for others I want to have context so then it's clear why this document exists, why this process exists, why we should do this, not just how. And also what I just said about that process documents should be complete and that the process documents should explain why, not just what, why and when. Please add this to onboarding document too, so then I don't need to say it again, right, so it's just documented there.",Improving Process Documents,"I want our process documents to be complete. This means that all necessary text should be included within the document itself, eliminating the need to copy text from pictures or external sources. Users should be able to copy and paste from the actual process document effortlessly. Additionally, please ensure to include emojis where appropriate. I aim to apply this to all our process documents so that they are fully comprehensive, making it easy to follow without much thought when using them as templates.

Another area for improvement is the focus of our process documents. Currently, they primarily emphasize how to perform tasks, but we need to also address why and when certain actions should be taken. For instance, we must clarify why our community members need access to Slack data for analytics purposes. That is the rationale behind our monthly data dumps, which provide them with fresh data.

Furthermore, it is crucial to specify when these tasks should be performed, such as completing the data dumps every month when reminders are sent out. I want to ensure that each document provides context, helping users understand why the document exists, why the process is necessary, and not just how to execute it.

Lastly, please remember to incorporate these guidelines into the onboarding document. This will serve to document these expectations clearly, so I won’t have to reiterate them in the future."
audio_104@06-08-2024_11-43-24.ogg,104,2024-08-06 11:43:24,So I don't do to-do for this one. I don't know if you want me to do to edit to-do or maybe you want to manage it yourself like because probably right now you're busy with something else but I want to make sure that things I say don't slip through the cracks. For example with the dump I think I asked you to do it earlier and then I had to remind to do this again so I'd rather not do this and trust you that you don't need reminders and for that we need to think about right now it's okay it's not a problem I know you're overwhelmed and there are a lot of things you need to do and learn but we need to think about a way where I don't need to remind you about things because like I also for me it's hard to keep track of everything so perhaps when you hear to do you can do edit to do to the to-do list yourself or I know we can think about another way so let me know what you think about that,Management of Tasks and Reminders,"I wanted to discuss how we can manage our to-do items more effectively. I’m uncertain whether you’d prefer me to edit the to-do list or manage it yourself, especially since I know you’re busy with other tasks right now. However, I want to ensure that important points don’t slip through the cracks.

For instance, I had previously asked you to handle the task regarding the dump, but I needed to remind you about it again. To avoid this in the future, I’d like to find a system that works for both of us, so you won’t feel the need to rely on reminders.

I understand you have a lot on your plate and are overwhelmed at the moment, which makes it even harder to keep track of multiple tasks. Perhaps you could take ownership of the to-do list and make edits as you see fit. Alternatively, we can brainstorm other methods that might work better for us. Let me know your thoughts on this."
audio_105@06-08-2024_12-01-20.ogg,105,2024-08-06 12:01:20,"Yeah, that's right try to use something very close to what I said",,
audio_106@06-08-2024_12-10-34.ogg,106,2024-08-06 12:10:34,"One of the things you can do is download the voice messages that I sent. I don't know if you can do this from the mobile app, but you probably don't need to do it from the mobile app. So you open the desktop version, and there's an option to download the files. And then you can transcribe these files. I'll tell you how. I'm from mobile right now, so you'll need to adapt it to desktop, but I'll record something. And then you will need to create a process document for transcribing audio files. And then later, when you have the transcription, you can ask ChatGPT to summarize the transcription.",How to Download and Transcribe Voice Messages,"One of the things you can do is download the voice messages I sent. I'm not sure if this can be done from the mobile app, but it's likely unnecessary to do it that way.

To download the files, open the desktop version of the application. There should be an option to download the audio files directly. 

Once you have downloaded the files, you can transcribe them. Although I am currently using a mobile device, you will need to adapt the process for desktop use. I will record a demonstration, which will require you to create a process document specifically for transcribing audio files.

After you complete the transcription, you can use ChatGPT to summarize the content effectively."
audio_107@06-08-2024_12-11-58.ogg,107,2024-08-06 12:11:58,"Jā, tas ir ļoti kļūti treneris. Vēlētos vēlētos vēlētos.",,
"audio_108@06-08-2024_13-50-27.ogg,audio_109@06-08-2024_13-51-11.ogg,audio_110@06-08-2024_13-51-23.ogg","108,109,110",2024-08-06 13:50:27,"I think I mentioned it in one of the voice notes or maybe in loom I don't remember but yeah so Maybe I did not I just thought I did it's not a problem, but thanks for doing that Um, that is a bit too formal to my taste. We can simplify it. I am talking about the context you wrote. So maybe let's first split it into why and when, like exactly like I told you in the voice note.",Context Clarification,"I believe I mentioned this in one of the voice notes or perhaps in Loom, though I can't be certain. Regardless, I appreciate your efforts. However, I find the tone a bit too formal for my liking, so we can simplify it.

Specifically, I'm referring to the context you provided. It would be helpful to split it into two sections: the ""why"" and the ""when,"" just as I suggested in the voice note."
audio_111@06-08-2024_13-52-46.ogg,111,2024-08-06 13:52:46,This is just for me so I can easily read it and record the voice note at the same time.,Voice Note Preparation,"This note serves as a personal reference to facilitate easy reading while I record the voice note. 

It's crucial to maintain clarity throughout the recording process. This will ensure that the message is communicated effectively and understood by the audience. 

Additionally, I'll focus on structuring the content in a way that flows logically from one point to the next. This will help keep listeners engaged and enhance the overall quality of the voice note. 

Lastly, I aim to be concise, avoiding unnecessary filler while still conveying all essential information. This approach will make the voice note more impactful and easier to follow."
audio_112@06-08-2024_13-54-44.ogg,112,2024-08-06 13:54:44,"So, first of all, it's not context. Let's split it into two parts. Why and when. Then, when it comes to the text, the Slack data dump process is performed monthly to provide community... This is too formal. What exactly did I say there? Can you please check and use these words? Like, we don't want to be too formal. It's okay to use just common speech. Common language. Then, Slack data dump process is performed monthly to provide community members with up-to-date Slack data. Okay. I don't think I said for analytics and insights, I did not say that. This ensures that data remains fresh and relevant, supporting effective decision making and analysis. I don't think I said that either. The process is triggered by a monthly reminder, highlighting the importance of maintaining... Like, highlighting the importance, I don't think I said that to you. Could you please try to stick to what I said? And, like, to me, maybe for you it will take some time to understand what we should include there, what we should not. It's okay. It will take time. But, like, I want each word to make sense. Right? And, like, for me, highlighting the importance of maintaining accurate and timely data access, it does not convey... It does not have any useful information there. Right? So, let's try to include only things that are needed and not repeated. Because we... In this part, we repeated quite a lot. Right? So, please, listen to what exactly I said and use that. And then with time, you will be able to write it yourself using the language I want to use.",Slack Data Dump Process Overview,"First, let's break this down into two parts: why and when. The Slack data dump process happens monthly to give community members access to the latest Slack data. 

It's important to keep this data fresh and relevant for effective decision-making. The process is triggered by a monthly reminder, ensuring the community stays updated with accurate, timely information. 

Moving forward, I want to focus on being clear and concise. Please make sure to use simple, common language and avoid overcomplicating things with formal phrases. It's essential for each word to make sense and serve a purpose. 

As we refine this process, we'll work on including only the necessary information and avoiding repetition. With time, I believe you will adapt to the style I want."
audio_113@06-08-2024_13-56-05.ogg,113,2024-08-06 13:56:05,"So I took a look at the entire document, it looks fine, please don't use BOLD there, like I don't understand what it means, so we don't really need to use BOLD for formatting, and apart from that, looks okay.",Review of Document Formatting,"I reviewed the entire document, and overall, it looks fine. 

However, I would prefer if you refrain from using bold text. I don't understand its purpose in this context, and I don’t think it is necessary for formatting. 

Aside from that, everything else appears to be okay."
audio_114@06-08-2024_14-17-37.ogg,114,2024-08-06 14:17:37,"I quite often send voice notes, so maybe what I just showed you will be useful. And also, like, when I say something in the voice note, typically I want, like, let's say with this why and when, I want not to deviate too much from that. So ideally, when you have a transcript for you, it's actually easier to use the language I use. And also, again, you can use ChargeBT to make it more structured. Because when I say in voice note, it might be not as structured when we just transcribe it and put it to the document. So use ChargeBT to make it more structured.",Voice Note Transcription Tips,"I often send voice notes, so I hope what I’ve shared will be useful for you. When I provide information in a voice note, I typically want to stay focused on the key points, such as the ""why"" and ""when."" It’s important to avoid straying from these main ideas.

Having a transcript can make it easier to utilize the language I use in my voice notes. This can help ensure that the essence and intent of my message are preserved.

Additionally, I recommend using ChargeBT to enhance the structure of the transcript. Voice notes may not have a completely structured format when they are transcribed, but ChargeBT can help organize the content more effectively in the document."
"audio_115@10-08-2024_15-21-38.ogg,audio_116@10-08-2024_15-22-07.ogg","115,116",2024-08-10 15:21:38,"So Luma is for people, for registering on events. So first we create a Luma event, and then it doesn't matter if we create a next one on Meetup. So Meetup is also a platform where people can discover events and sign up for them. So we use Luma and Meetup. Before it was Eventbrite and Meetup, and now it's Luma and Meetup, we don't use Eventbrite anymore. And then for the calendar, yeah, we create a calendar event. And sometimes people don't want to sign up for individual events, they just want to see, to have all events in the calendar, right? So they don't need to sign up for anything. And for them, we maintain a calendar. So that's why. And in the calendar, in case they actually do want to sign up, we want to include the Luma link so they can discover it, right? That's the idea. Again, summary. First you create a Luma event, and then it can be just a calendar or Meetup. And then for calendar, what I would call it is not just calendar, but let's say DataTax Club events calendar. So then it's more clear what exactly it means, what kind of calendar it is, right? Because calendar can mean many things. And also maybe that's why I have a confusion, because there are not three calendar events, right? It's just one, right? Okay, so I hope it clarifies it. As for Eventbrite process documents, when we move them to the new shared drive, let's just not move them. Let's just ignore everything that is related to Eventbrite. We don't move them. They can stay in the old Google folder.",Event Management with Luma and Meetup,"Luma is primarily designed for registering participants for events. Initially, we create events on Luma, and we can create additional events on Meetup as well. Meetup serves as another platform where people can discover and sign up for events. Currently, we use Luma and Meetup for our events, having phased out Eventbrite.

In terms of calendars, we also maintain a centralized events calendar. Some people prefer not to register for individual events; they simply want to view all upcoming events in one place. Therefore, we keep a calendar to accommodate those needs. If individuals do wish to sign up for an event, we include a link to the Luma event in the calendar to facilitate the sign-up process.

To enhance clarity, we should refer to the calendar as the ""DataTax Club Events Calendar."" This title specifies the purpose and content of the calendar more clearly, as the term ""calendar"" can be ambiguous.

Regarding the Eventbrite process documents, it's best to leave them untouched when transitioning to the new shared drive. We should disregard anything related to Eventbrite and allow those documents to remain in the old Google folder."
"audio_117@10-08-2024_15-23-29.ogg,audio_118@10-08-2024_15-23-45.ogg","117,118",2024-08-10 15:23:29,"Sorry, I did not see that. So sometimes when people do not respond with bio, we take a genetic bio. There should be a process document for that. Maybe you can try to find it. But the idea is we just simply take whatever is on their LinkedIn and use that as a bio. We can probably refine it a little bit. We can try to use chatGPT for creating a bio based on their LinkedIn profile, for example. Right now, we just take whatever they already wrote in LinkedIn if they don't respond. So please check it, try to find this document. And yeah, sorry I was not, I didn't reply to your messages because I just missed them. So if it happens, I would appreciate if you just remind me.",Bio Creation Process,"Sometimes, when individuals do not respond with their bios, we utilize a generic bio instead. There should be a process document outlining this procedure, so please try to locate it. Essentially, we take whatever information is available on their LinkedIn profile and use that as a bio. 

We can refine it slightly, and we might even consider using ChatGPT to create a bio based on their LinkedIn profile. For now, if someone does not respond, we will simply use the information they have already provided on LinkedIn.

Lastly, I apologize for not replying to your messages; I simply missed them. In the future, I would appreciate it if you could remind me when that happens."
audio_119@10-08-2024_15-24-47.ogg,119,2024-08-10 15:24:47,"So this one, you get this to do when Dave uploads an edited podcast episode to our Dropbox. So when it happens, you'll get an notification and you need to upload it to Spotify for podcasters and do the rest of the things.",Podcast Episode Upload Procedure,"When Dave uploads an edited podcast episode to our Dropbox, you will receive a notification. Your task will be to upload the episode to Spotify for Podcasters. 

After uploading, please complete any additional required actions related to the podcast episode."
audio_120@10-08-2024_15-27-33.ogg,120,2024-08-10 15:27:33,"So here what usually happens is previously Francis would ping me saying that hey like for this document we don't still have a title. But I think what we can do is try to ask Johanna to also do that when she comes up with questions. So typically the process is like that. So first we try to find a guest, agree on the time and once we have a yes from them that they do want to participate regardless of whether we agreed on time or not, we share, we create a podcast document and add Johanna to conversation saying hey Johanna here is a process document or here is a podcast document. And she starts working on that. Lately there was a problem that we have delays with that so we delay this document until it's quite late. So I want to fix that and once we have, once we agreed on having a guest ping Johanna immediately and ask to maybe we can ask her when she can complete it. So then the idea is we want to announce an event as early as possible so more people can sign up and if we delay it till the very late then few people sign up and join the event. So maybe in one of the emails, the first ones that you write to Johanna once we agree with somebody's hey Johanna there is a new process document can you please let us know when you can work on it. We want to publish it as soon as possible so we can get more signups for the event and we can also ask her when she finishes the questions to also think of title, of a title for this and heal the like points because then this way will be much easier for you to just put this information to Luma and not think about that.",Podcast Document Process Improvement,"In our current process, Francis typically notifies me when a document lacks a title. I propose that we should also ask Johanna to provide a title when she has questions about it. 

The usual workflow begins with finding a guest and agreeing on a time for their participation. Once we receive confirmation that they want to join, we create a podcast document and include Johanna in the conversation, letting her know about the document's existence and encouraging her to start working on it. 

Recently, we have faced delays in the creation of this document, which has pushed our timeline back significantly. To address this, I suggest that once we agree on a guest, we immediately contact Johanna to inquire when she can complete the document. 

The goal is to announce the event as early as possible to maximize signups. Delaying the announcement until the last minute has resulted in lower attendance rates. In our initial emails to Johanna after confirming a guest, we should mention the new process document and ask her to let us know when she can work on it. We want to publish the information as quickly as possible to increase event registrations.

Additionally, once Johanna has finished drafting the questions, we can ask her to come up with a title for the episode. This way, all relevant information will be readily available for input into Luma without any additional hassle."
audio_121@12-08-2024_09-41-52.ogg,121,2024-08-12 09:41:52,"Can you please make sure that in the onboarding document we have a list of all the services that you need? And first of all, the services for which you need to create an account and I need to invite you. And second, services that we have a shared password to use.",Onboarding Document Services List,"Please ensure that the onboarding document includes a comprehensive list of all the services you require. 

First, specify the services for which you need to create an account, as I will need to invite you to those. 

Second, include the services for which we have a shared password that we can both use."
audio_122@12-08-2024_14-37-49.ogg,122,2024-08-12 14:37:49,So the process is we do it every month at the end of the month most of the document that you send is correct except we don't include the zip file zip archive in the email but use a special link that they sent for uploading the document so unfortunately the document that you sent is outdated and I'm not sure if we have an updated version so maybe we don't I'm pretty sure I asked Francis to update it maybe we ended up not doing that which which so it means that we will need to do it ourselves right now but please check if there are other versions of the same document and if not we will update it ourselves so in the meantime I'll try to find the link that you will use for updating,Document Update Process,"At the end of each month, we review the documents submitted. Most of the documents you sent are correct; however, we do not include the zip file in the email. Instead, we use a special link provided for uploading the document.

Unfortunately, the document you sent appears to be outdated. I'm unsure if we have an updated version. I believe I asked Francis to update it, but it seems we may not have completed that task. 

If we do not have a current version, we will need to update the document ourselves. Please check if there are any other versions available. In the meantime, I will locate the link that you can use for the document update."
"audio_123@12-08-2024_14-38-50.ogg,audio_124@12-08-2024_14-39-25.ogg,audio_125@12-08-2024_14-40-03.ogg","123,124,125",2024-08-12 14:38:50,"Also, when you open the bookkeeping document, you will see that there are to-dos, so you will need to find process documents for doing, for handling these to-dos, and when the amount is in USD, you need to convert the USD amount to Euros, or if there is some other currency, you need to convert it to Euros, and for that you should use the website Vice. I sent you some other day for doing that, so we need to add the amount on that day. Sometimes I will send you screenshots, so when, let's say, I pay in USD, but I get a notification from my bank saying how much it was in Euros, so then I will just send you a screenshot, so then you, when you fill this document, the bookkeeping document, you will add the actual Euro amount to. I'm still not following. So she, Ella, wants to do it in September, not in August, correct? And in September all the slots are occupied by other speakers, by other guests, right? So if this is the case, we can say that we cannot... Or like just open my calendar, you should have access to my calendar and maybe pick a date like Monday or like some other day that is available right now and you can just put it there. It's also possible. Or we can offer her a date on some day in October, for example, right? So usually we do one event per week, I mean one podcast event per week. Sometimes we can do two, because we had quite a long break with podcast episodes, so it's fine if some weeks we do two.",Bookkeeping and Podcast Scheduling Instructions,"When you open the bookkeeping document, you'll see a list of to-dos. For each of these tasks, you’ll need to locate the appropriate process documents. If any amounts are listed in USD, you'll need to convert them to Euros or the relevant currency using the website Vice, which I shared with you previously. 

Sometimes I will send you screenshots of transactions. For instance, if I make a payment in USD and receive a notification from my bank with the corresponding Euro amount, I’ll forward that screenshot to you. You'll need to use that actual Euro amount when you fill out the bookkeeping document.

Regarding the podcast scheduling, it seems that Ella wants to schedule her appearance in September rather than August. However, all available slots in September are currently filled with other speakers and guests. If that's the case, you can check my calendar, which you should have access to, and select an available date, such as a Monday. Alternatively, we could propose a date for her in October.

Generally, we aim to schedule one podcast event per week. However, since we had a long break from episodes, it's manageable for us to host two events in a week if necessary."
audio_126@12-08-2024_15-01-12.ogg,126,2024-08-12 15:01:12,"Okay, so here we have a special flow process, when somebody asks, like introduces us to some speakers. So what we should do is since we already have an email, we should use a template that somebody mentioned that they want to participate in our event. It doesn't have to be a podcast. So it might be podcast, might be a webinar. So we need to tell them, hey, Antonis referred you as a potential speaker. So we can do a podcast, we can do a workshop. Then you send them the document. You probably have seen the templates. Maybe there is already a template for what I say. I'm pretty sure there is. And then you can tell them, okay, these are the options. This is the document that describes here that potential. Yeah, and then once they said that yes, they are interested and they want to do a workshop or they want to do a webinar or they want to do a podcast, then depending on what they want to do, we either start the podcast process or the webinar process.",Special Process for Speaker Engagement,"When someone introduces us to potential speakers, we have a specific flow to follow. Since we already have their email, we should utilize a template indicating their interest in participating in our event. This could be for a podcast, a webinar, or a workshop.

First, we need to inform them that Antonis referred them as a potential speaker. We can mention the various options available, such as podcasts or workshops. After that, we should send them the relevant document that outlines the details of the opportunities we have.

Once they express their interest in participating, we need to clarify their preferred format—be it a workshop, webinar, or podcast. Depending on their choice, we will initiate the appropriate process for that specific event."
audio_127@12-08-2024_15-02-45.ogg,127,2024-08-12 15:02:45,"Also, when we prepare a tax report, we need to, there is probably also a process document, and if there is not, we need to prepare it. We need to go through FinOM and through Revolut and see if some of the expenses are not booked. We don't have records in our bookkeeping spreadsheet. And it's very important, it's very important, it's super important that we also have all the income. So if we had some income and it's not reflected in bookkeeping and we forget to report it, it's actually, it's a crime, right? So it's withholding some information about income. So this is super serious. So this is why we need to go through FinOM and Revolut and see if there are transactions, incoming transactions, even if there are, and they are missing in the bookkeeping spreadsheet, we need to add them. Please go through process documents, see if we have something like that of what I'm talking about or not. And if not, we should have a document that describes that, because this is very important.",Tax Report Preparation and Documentation,"When preparing a tax report, we need to ensure that there is a process document in place. If such a document does not currently exist, we must create one. 

We should review FinOM and Revolut to identify any expenses that might not be recorded in our bookkeeping spreadsheet. It is crucial to account for all income as well; if we have received income that is not reflected in our records and we fail to report it, this could be considered a crime due to withholding information about income. This aspect is extremely serious.

For this reason, we need to carefully check FinOM and Revolut for any incoming transactions that may be missing from our bookkeeping. Any identified transactions should be added immediately. 

Finally, please review the existing process documents to determine if they cover the points I have mentioned. If no such documentation exists, we need to create a document that outlines these procedures, as it is essential for our tax reporting accuracy."
"audio_128@12-08-2024_18-06-18.ogg,audio_129@12-08-2024_18-06-24.ogg","128,129",2024-08-12 18:06:18,"Yeah, definitely the first one we will do together and there will be still time to fix it if something is broken or something is wrong. So what we can do is maybe you go through all the process documents we have for tax reporting and then based on what I said, we form it the right sequence. We can also write it in some Google document, I don't have, I don't think we have it captured, written anywhere, so we should do this. And something similar to a checklist in Trello, we can create a Google document and then once I say everything is good, then yeah, we can do it. I don't think there are specific sequences mentioned anywhere.",Collaborative Tax Reporting Process,"We will start by working together on the first tax reporting document. There's still time to make adjustments if anything is incorrect. 

I suggest that you review all the process documents we currently have for tax reporting. Based on that information, we can arrange the steps in the correct sequence. 

Additionally, we should create a Google document to capture everything, as it seems we don't have it documented anywhere at this time. It would be helpful to develop something similar to a checklist in Trello.

Once I review the document and confirm that everything looks good, we can move forward with the next steps. Currently, I don’t think there are any specific sequences outlined anywhere, so organizing this will be essential."
audio_130@12-08-2024_18-09-28.ogg,130,2024-08-12 18:09:28,"Well, typically the process is you open the bookkeeping report for a specific month, so there is a date added. This is what we use for splitting between months. And then first there are to-dos, so you go through to-dos. So usually you go to Dropbox, you open the documents, the receipts, the invoices, and then you fill it, replace to-dos with the actual numbers. That's the first part, the first step. Second step is if there are USD or other non-euros, you convert them to euros using the website I gave you. Then once it's done, you go to Revolut and Finom and double-check that we don't have any missing expenses or, what is more important, missing incomes, incoming transactions. And then if there are... By missing I mean we actually have a transaction, but it's not in the bookkeeping spreadsheet. So then we add it there. And then once it's done, you go through that process document that you sent, meaning that we prepare the zip archive and upload it to that website I sent you through email. And then we write an email to our accountants saying that the report for this month is ready. Also, when it comes to invoices, we have two folders for invoices. One invoice is like this is the expenses. So this is what we spent. You will also see invoices from Prosilum and basically everything we spent money on. And then the other folder is invoices that we sent. So this is our incoming transactions. So there are two folders. And then there is another folder which is invoices lending, I think. This is when you... I think it was the other process document you mentioned when you just put the file in Dropbox and then it appears in... It tells it to do the spreadsheet. Well, I think that's more or less it. So let's prepare a document where we capture the sequence and we link to this document from the onboarding document. So it's there. And then for each step in this document for preparing this thing, the report, we should link to the relevant process documents.",Bookkeeping Process Overview,"The bookkeeping process begins with opening the bookkeeping report for a specific month, which includes the date for month-to-month tracking. 

Next, you should address the to-dos. Typically, this involves accessing Dropbox to open the relevant documents, including receipts and invoices. Here, you will replace the to-dos with the actual numbers. 

Once that is completed, the second step is to convert any USD or other non-euro amounts into euros using the provided conversion website. 

After conversion, it's important to double-check Revolut and Finom for any missing expenses or, more critically, missing incoming transactions. By ""missing,"" I mean there are transactions we have that are not reflected in the bookkeeping spreadsheet. Add any such transactions to the spreadsheet.

Following that, you'll need to refer to the process document you shared. This involves preparing the zip archive and uploading it to the designated website provided via email. 

Next, an email should be sent to our accountants notifying them that the report for the month is ready. 

Regarding invoices, we maintain two distinct folders. One folder contains invoices related to expenses, showcasing all expenditures, including those from Prosilum. The other folder contains invoices that we sent out, representing our incoming transactions. 

Additionally, there is a third folder for invoices labeled ""lending"" (I believe this is related to a different process document you mentioned). This folder is where invoices are placed in Dropbox, which then automatically updates the to-do spreadsheet.

Finally, let’s draft a document detailing the sequence of these steps and link to this document from the onboarding material. For each step in preparing the report, we should include links to the relevant process documents."
"audio_131@14-08-2024_09-51-12.ogg,audio_132@14-08-2024_09-51-34.ogg,audio_133@14-08-2024_09-52-05.ogg,audio_134@14-08-2024_09-52-21.ogg","131,132,133,134",2024-08-14 09:51:12,"Evening? No. I think Andrea is in the Central European time zone, so if possible let's have a podcast episode with her during lunchtime. So ask, maybe there's another day that works for her, and you have access to my calendar. Usually I avoid having something in the evening when it comes to podcast episodes, unless the guest is from the States, so they cannot have it during lunch break. So ask her if she can do it on a different date. and in general I prefer evenings to be to have free evenings so I try to avoid having things on evenings Yeah, maybe check with Valeria what exactly is best to do there But here I think by announcing the event what we mean is Making a post in the announcement channel in Slack Yeah, probably it's that unless there is another record with this But yeah, everything that is not clear we should clarify of course And everything should have links. So then it's clear Yeah",Podcast Scheduling and Announcements,"I believe Andrea is in the Central European time zone, so if possible, let’s schedule a podcast episode with her during lunchtime. Please check if there’s another day that works for her. You have access to my calendar, and I usually avoid evening recordings unless the guest is from the States and cannot join during lunch.

Moreover, I prefer to keep my evenings free, so I generally try to avoid scheduling commitments during that time. It would be a good idea to check with Valeria to determine the best approach for coordinating this.

Regarding the announcement of the event, I think what we mean is to make a post in the announcement channel on Slack. If there’s another recorded approach, we can consider that as well. Additionally, we need to clarify anything that is not clear, and all communications should include necessary links to ensure everything is easily accessible."
"audio_135@14-08-2024_10-13-32.ogg,audio_136@14-08-2024_10-13-44.ogg","135,136",2024-08-14 10:13:32,"And do you see the to-dos? So for this to-dos you need to open the Dropbox folder and open the invoices and then check how much the price was there and replace the to-do with the price from the invoice. And if it's USD you need to convert it to Euros. It's possible, it's quite possible that there is no process document for that. In this case, we will need to create one.",To-Do Instructions for Invoices,"To complete the to-dos, please open the Dropbox folder and locate the invoices. Check the price listed on each invoice and update the corresponding to-do item with that price.  

If the price is in USD, remember to convert it to Euros.  

It’s possible that there is no existing process document for this procedure. If that’s the case, we will need to create one."
